sourceUrl,targetUrl,statusCode,action,rationale,evidenceStatus
/subjects/math/calculus/sequences-series/,/subjects/math/calculus/sequences-and-series/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/subjects/math/calculus/sequences-series/geometric-series/,/subjects/math/calculus/sequences-and-series/geometric-series/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/subjects/math/calculus/sequences-series/choosing-convergence-test/,/subjects/math/calculus/sequences-and-series/choosing-a-convergence-test/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/subjects/math/calculus/sequences-series/power-series-interval-of-convergence/,/subjects/math/calculus/power-series-and-taylor-series/radius-and-interval-of-convergence/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/subjects/math/calculus/sequences-series/taylor-series-remainder/,/subjects/math/calculus/power-series-and-taylor-series/taylor-remainder-theorem/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/,/subjects/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/library/,/subjects/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/exams/,/practice/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/calculators/,/tools/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/expressions-equations/,/subjects/math/algebra/expressions-equations/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/linear-relationships/,/subjects/math/algebra/linear-relationships/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/systems-inequalities/,/subjects/math/algebra/systems-inequalities/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/polynomials-factoring/,/subjects/math/algebra/polynomials-factoring/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/rational-expressions/,/subjects/math/algebra/rational-expressions/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/radicals-exponents-functions/,/subjects/math/algebra/radicals-exponents-functions/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/limits-continuity/,/subjects/math/calculus/limits-continuity/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/derivatives/,/subjects/math/calculus/derivatives/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/derivative-applications/,/subjects/math/calculus/derivative-applications/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/integration-techniques/,/subjects/math/calculus/integration-techniques/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/integration-applications/,/subjects/math/calculus/integration-applications/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/topics/calculus/sequences-series/,/subjects/math/calculus/sequences-and-series/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/calculus/limits-and-continuity/,/subjects/math/calculus/limits-continuity/unit/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/calculus/limits/prerequisite-diagnostic/,/subjects/math/calculus/limits-continuity/unit/limits/prerequisite-diagnostic/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
/calculus/limits/notation-guide/,/subjects/math/calculus/limits-continuity/unit/limits/notation-guide/,308,LEAVE_ALONE,Existing one-hop migration or alias redirect; no new consolidation authorized without GSC/backlink evidence.,rendered redirect map verified
