source_url,target_url,decision,http_status,chain_depth,target_status,target_in_sitemap,evidence,status
"/subjects/math/calculus/sequences-series/","/subjects/math/calculus/sequences-and-series/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/subjects/math/calculus/sequences-series/geometric-series/","/subjects/math/calculus/sequences-and-series/geometric-series/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/subjects/math/calculus/sequences-series/choosing-convergence-test/","/subjects/math/calculus/sequences-and-series/choosing-a-convergence-test/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/subjects/math/calculus/sequences-series/power-series-interval-of-convergence/","/subjects/math/calculus/power-series-and-taylor-series/radius-and-interval-of-convergence/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/subjects/math/calculus/sequences-series/taylor-series-remainder/","/subjects/math/calculus/power-series-and-taylor-series/taylor-remainder-theorem/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/","/subjects/math/calculus/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/library/","/subjects/math/calculus/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/exams/","/practice/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculators/","/tools/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/expressions-equations/","/subjects/math/algebra/expressions-equations/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/linear-relationships/","/subjects/math/algebra/linear-relationships/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/systems-inequalities/","/subjects/math/algebra/systems-inequalities/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/polynomials-factoring/","/subjects/math/algebra/polynomials-factoring/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/rational-expressions/","/subjects/math/algebra/rational-expressions/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/radicals-exponents-functions/","/subjects/math/algebra/radicals-exponents-functions/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/limits-continuity/","/subjects/math/calculus/limits-continuity/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/derivatives/","/subjects/math/calculus/derivatives/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/derivative-applications/","/subjects/math/calculus/derivative-applications/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/integration-techniques/","/subjects/math/calculus/integration-techniques/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/integration-applications/","/subjects/math/calculus/integration-applications/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/topics/calculus/sequences-series/","/subjects/math/calculus/sequences-and-series/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits-and-continuity/","/subjects/math/calculus/limits-continuity/unit/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/prerequisite-diagnostic/","/subjects/math/calculus/limits-continuity/unit/limits/prerequisite-diagnostic/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/notation-guide/","/subjects/math/calculus/limits-continuity/unit/limits/notation-guide/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/why-limits-matter/","/subjects/math/calculus/limits-continuity/unit/limits/why-limits-matter/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/what-a-limit-means/","/subjects/math/calculus/limits-continuity/unit/limits/what-a-limit-means/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/limit-at-a-hole/","/subjects/math/calculus/limits-continuity/unit/limits/limit-at-a-hole/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/function-value-vs-limit/","/subjects/math/calculus/limits-continuity/unit/limits/function-value-vs-limit/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/one-sided-limits/","/subjects/math/calculus/limits-continuity/unit/limits/one-sided-limits/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/when-a-limit-does-not-exist/","/subjects/math/calculus/limits-continuity/unit/limits/when-a-limit-does-not-exist/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/read-limits-from-graphs/","/subjects/math/calculus/limits-continuity/unit/limits/read-limits-from-graphs/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/meaning-review/","/subjects/math/calculus/limits-continuity/unit/limits/meaning-review/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/meaning-concept-quiz/","/subjects/math/calculus/limits-continuity/unit/limits/meaning-concept-quiz/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/meaning-practice/","/subjects/math/calculus/limits-continuity/unit/limits/meaning-practice/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/direct-substitution/","/subjects/math/calculus/limits-continuity/unit/limits/direct-substitution/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/limit-laws/","/subjects/math/calculus/limits-continuity/unit/limits/limit-laws/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/zero-over-zero/","/subjects/math/calculus/limits-continuity/unit/limits/zero-over-zero/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/factoring-limits/","/subjects/math/calculus/limits-continuity/unit/limits/factoring-limits/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/rationalizing-radicals/","/subjects/math/calculus/limits-continuity/unit/limits/rationalizing-radicals/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/complex-fractions/","/subjects/math/calculus/limits-continuity/unit/limits/complex-fractions/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/absolute-value-piecewise/","/subjects/math/calculus/limits-continuity/unit/limits/absolute-value-piecewise/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/finite-limit-decision-tree/","/subjects/math/calculus/limits-continuity/unit/limits/finite-limit-decision-tree/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/finite-limits-review/","/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-review/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/finite-limits-concept-quiz/","/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-concept-quiz/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/finite-limits-practice/","/subjects/math/calculus/limits-continuity/unit/limits/finite-limits-practice/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/squeeze-theorem/","/subjects/math/calculus/limits-continuity/unit/limits/squeeze-theorem/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/sin-x-over-x/","/subjects/math/calculus/limits-continuity/unit/limits/sin-x-over-x/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/sin-x-over-x-proof/","/subjects/math/calculus/limits-continuity/unit/limits/sin-x-over-x-proof/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/scaled-sine-tangent/","/subjects/math/calculus/limits-continuity/unit/limits/scaled-sine-tangent/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/ratio-of-sines/","/subjects/math/calculus/limits-continuity/unit/limits/ratio-of-sines/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/cosine-limits/","/subjects/math/calculus/limits-continuity/unit/limits/cosine-limits/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/trig-limit-decision-guide/","/subjects/math/calculus/limits-continuity/unit/limits/trig-limit-decision-guide/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/trig-limits-review/","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-review/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/trig-limits-concept-quiz/","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-concept-quiz/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/trig-limits-practice/","/subjects/math/calculus/limits-continuity/unit/limits/trig-limits-practice/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/infinite-limits/","/subjects/math/calculus/limits-continuity/unit/limits/infinite-limits/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/vertical-asymptotes/","/subjects/math/calculus/limits-continuity/unit/limits/vertical-asymptotes/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/limits-at-infinity/","/subjects/math/calculus/limits-continuity/unit/limits/limits-at-infinity/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/slant-asymptotes/","/subjects/math/calculus/limits-continuity/unit/limits/slant-asymptotes/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/radicals-at-infinity/","/subjects/math/calculus/limits-continuity/unit/limits/radicals-at-infinity/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/infinity-minus-infinity/","/subjects/math/calculus/limits-continuity/unit/limits/infinity-minus-infinity/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/complete-asymptote-analysis/","/subjects/math/calculus/limits-continuity/unit/limits/complete-asymptote-analysis/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/infinite-behavior-review/","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-review/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/infinite-behavior-concept-quiz/","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-concept-quiz/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/infinite-behavior-practice/","/subjects/math/calculus/limits-continuity/unit/limits/infinite-behavior-practice/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/continuity-at-a-point/","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-at-a-point/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/intervals-endpoints/","/subjects/math/calculus/limits-continuity/unit/continuity/intervals-endpoints/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/continuous-functions/","/subjects/math/calculus/limits-continuity/unit/continuity/continuous-functions/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/types-of-discontinuity/","/subjects/math/calculus/limits-continuity/unit/continuity/types-of-discontinuity/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/repair-removable-discontinuity/","/subjects/math/calculus/limits-continuity/unit/continuity/repair-removable-discontinuity/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/piecewise-parameters/","/subjects/math/calculus/limits-continuity/unit/continuity/piecewise-parameters/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/two-parameter-continuity/","/subjects/math/calculus/limits-continuity/unit/continuity/two-parameter-continuity/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/intermediate-value-theorem/","/subjects/math/calculus/limits-continuity/unit/continuity/intermediate-value-theorem/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/bisection-method/","/subjects/math/calculus/limits-continuity/unit/continuity/bisection-method/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/continuity-review/","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-review/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/continuity-concept-quiz/","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-concept-quiz/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/continuity/continuity-practice/","/subjects/math/calculus/limits-continuity/unit/continuity/continuity-practice/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/epsilon-delta-introduction/","/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-introduction/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
"/calculus/limits/epsilon-delta-linear/","/subjects/math/calculus/limits-continuity/unit/limits/epsilon-delta-linear/","REDIRECT","308","1","200","true","canonical registry redirect; local one-hop verification","VERIFIED_LOCAL"
